No.,Items1,Items2,Items3,Items4,Items5,Items6,Items7,Items8,Items9,,,,,,,,,,,,,,,,,,,,,,,
234,Arem_arem,Risoles,EsCoklat_botol,Camilan_khas_pati,Maffin,Apem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
235,Maffin,Apem,Camilan_khas_pati,Kroket,RotiManis_Keju,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
236,Risoles,Kroket,Maffin,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Kue_lumpur,EsCoklat_botol,Kroisan,Apem,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Kue_lumpur,KunirAsem_botol,Sosis_solo,Maffin,Lemper,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Kroket,Risoles,RotiManis_Keju,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Bollen_pisang,Kue_Kering,RotiManis_Keju,RotiManis_Selai,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
241,Bollen_pisang,Kue_Kering,Sosis_solo,Roti_Tawar,Brownies,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
242,Camilan_khas_pati,EsCoklat_botol,Roti_Tawar,Misoa,Kue_lumpur,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
243,Bollen_pisang,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Arem_arem,Sosis_solo,KunirAsem_botol,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Maffin,Risoles,KunirAsem_botol,Lemper,Sosis_solo,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
246,RotiManis_Selai,Apem,EsCoklat_botol,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Kroisan,Apem,RotiManis_Keju,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Kroket,Risoles,Donat,RotiManis_Selai,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Sosis_solo,Kroket,EsCoklat_botol,Risoles,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Arem_arem,Kroket,EsCoklat_botol,RotiManis_Selai,EsKopi_botol,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
253,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Risoles,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Kue_lumpur,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Arem_arem,Misoa,EsCoklat_botol,Maffin,Brownies,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
260,Kue_lumpur,EsCoklat_botol,Sosis_solo,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Sosis_solo,EsCoklat_botol,Camilan_khas_pati,Misoa,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Sosis_solo,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Roti_Tawar,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,RotiManis_Keju,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Risoles,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Maffin,Apem,Lemper,Kroisan,Sosis_solo,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
268,Kroket,Brownies,Sosis_solo,Misoa,Risoles,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
269,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Kue_lumpur,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Risoles,Arem_arem,Brownies,RotiManis_Keju,EsCoklat_botol,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Maffin,Apem,EsCoklat_botol,Lemper,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Kroket,Misoa,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Kroket,Apem,KunirAsem_botol,Maffin,EsCoklat_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
275,Bollen_pisang,Kue_Kering,Camilan_khas_pati,Misoa,Brownies,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
276,RotiManis_Keju,Lemper,EsCoklat_botol,RotiManis_Coklat,EsKopi_botol,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
277,Roti_Tawar,Kroket,Sosis_solo,Maffin,RotiManis_Keju,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
278,Roti_Tawar,Arem_arem,EsCoklat_botol,Risoles,Brownies,Kroisan,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
279,Maffin,Arem_arem,Sosis_solo,Misoa,Brownies,EsCoklat_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
280,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Kroket,Brownies,Camilan_khas_pati,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Risoles,EsCoklat_botol,RotiManis_Keju,Maffin,RotiManis_Coklat,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
283,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Arem_arem,EsCoklat_botol,Kroisan,Risoles,Apem,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Kroket,RotiManis_Coklat,Sosis_solo,Lemper,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Bollen_pisang,Maffin,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Bollen_pisang,Maffin,Camilan_khas_pati,Arem_arem,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Arem_arem,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Roti_Tawar,Kroket,EsCoklat_botol,Kue_Kering,Kue_lumpur,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
293,RotiManis_Keju,Apem,Sosis_solo,Maffin,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
294,Arem_arem,Kroket,Sosis_solo,RotiManis_Selai,EsKopi_botol,Apem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
295,Bollen_pisang,Maffin,Camilan_khas_pati,Kroisan,Brownies,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Bollen_pisang,Maffin,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Kroket,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Bollen_pisang,Maffin,Sosis_solo,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Arem_arem,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Maffin,Risoles,Camilan_khas_pati,RotiManis_Selai,RotiManis_Keju,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
303,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Camilan_khas_pati,EsCoklat_botol,Lemper,Kue_lumpur,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Kroket,Brownies,RotiManis_Keju,Maffin,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,EsKopi_botol,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Bollen_pisang,Maffin,Sosis_solo,Kue_lumpur,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Arem_arem,Misoa,EsCoklat_botol,Risoles,Brownies,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
310,RotiManis_Keju,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Roti_Tawar,EsCoklat_botol,Arem_arem,Risoles,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Sosis_solo,Arem_arem,Maffin,Kue_lumpur,Brownies,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Risoles,RotiManis_Coklat,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Camilan_khas_pati,EsKopi_botol,Maffin,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,EsKopi_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Kroket,EsCoklat_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Arem_arem,Misoa,EsCoklat_botol,EsKopi_botol,Maffin,Apem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
320,RotiManis_Keju,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Roti_Tawar,Risoles,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Kue_lumpur,Arem_arem,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Roti_Tawar,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Maffin,Kroket,EsCoklat_botol,Roti_Tawar,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Bollen_pisang,Maffin,Sosis_solo,RotiManis_Selai,EsCoklat_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
327,KunirAsem_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Kroket,EsKopi_botol,Camilan_khas_pati,Arem_arem,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,RotiManis_Keju,Lemper,EsCoklat_botol,Risoles,Maffin,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
330,RotiManis_Keju,Lemper,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Kroket,Misoa,Camilan_khas_pati,Arem_arem,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Lemper,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Arem_arem,RotiManis_Keju,KunirAsem_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Bollen_pisang,Maffin,EsCoklat_botol,Lemper,Kue_lumpur,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
338,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Maffin,Kroket,EsCoklat_botol,RotiManis_Selai,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
341,Arem_arem,Misoa,EsCoklat_botol,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Maffin,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Apem,Kue_lumpur,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Camilan_khas_pati,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Kroisan,EsCoklat_botol,RotiManis_Keju,Risoles,Kue_lumpur,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
346,Camilan_khas_pati,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Maffin,EsCoklat_botol,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Kue_lumpur,EsCoklat_botol,Maffin,Apem,Misoa,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Kroket,EsCoklat_botol,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Bollen_pisang,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Bollen_pisang,Maffin,Arem_arem,Kue_Kering,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Kroket,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Kue_lumpur,Sosis_solo,Risoles,EsCoklat_botol,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,RotiManis_Keju,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Kroket,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Bollen_pisang,Maffin,RotiManis_Keju,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Risoles,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Maffin,Apem,Arem_arem,Kue_lumpur,EsCoklat_botol,Sosis_solo,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
365,Kroket,Apem,EsCoklat_botol,Maffin,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Maffin,Apem,Camilan_khas_pati,Kroisan,Brownies,KunirAsem_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
367,Bollen_pisang,Maffin,Sosis_solo,Kue_lumpur,Brownies,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
368,Kue_lumpur,Risoles,Sosis_solo,EsKopi_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Kue_lumpur,Kroket,RotiManis_Keju,RotiManis_Selai,KunirAsem_botol,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
370,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Camilan_khas_pati,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Bollen_pisang,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Bollen_pisang,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Camilan_khas_pati,KunirAsem_botol,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Kue_lumpur,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,RotiManis_Keju,Arem_arem,EsCoklat_botol,Maffin,Sosis_solo,Brownies,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
377,Kroket,RotiManis_Coklat,Camilan_khas_pati,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Kroket,KunirAsem_botol,Camilan_khas_pati,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Kue_Kering,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,EsCoklat_botol,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Camilan_khas_pati,Maffin,EsCoklat_botol,Lemper,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
385,RotiManis_Keju,RotiManis_Coklat,Donat,Kue_lumpur,RotiManis_Selai,EsCoklat_botol,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
386,Arem_arem,Apem,Sosis_solo,RotiManis_Selai,Kue_lumpur,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
387,RotiManis_Selai,Kroket,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Arem_arem,Donat,EsKopi_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,RotiManis_Keju,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Camilan_khas_pati,EsCoklat_botol,Roti_Tawar,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Kroket,Apem,Sosis_solo,Donat,Maffin,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Arem_arem,EsCoklat_botol,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Kroket,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Roti_Tawar,Apem,RotiManis_Coklat,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Risoles,Kroket,EsCoklat_botol,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Roti_Tawar,Risoles,KunirAsem_botol,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Camilan_khas_pati,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Kroket,KunirAsem_botol,EsCoklat_botol,Camilan_khas_pati,Maffin,Arem_arem,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,
404,Camilan_khas_pati,EsCoklat_botol,Kroket,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Kroket,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Bollen_pisang,Maffin,Camilan_khas_pati,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Misoa,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Maffin,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Camilan_khas_pati,EsCoklat_botol,Kroket,Roti_Tawar,Kroisan,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Bollen_pisang,Maffin,Sosis_solo,Misoa,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Arem_arem,KunirAsem_botol,Misoa,Maffin,Sosis_solo,Apem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
415,Roti_Tawar,Apem,Arem_arem,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Sosis_solo,Arem_arem,EsCoklat_botol,Risoles,Kue_lumpur,Brownies,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
417,Misoa,RotiManis_Coklat,EsKopi_botol,Camilan_khas_pati,KunirAsem_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Sosis_solo,Arem_arem,Kue_lumpur,Maffin,KunirAsem_botol,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Bollen_pisang,Maffin,EsCoklat_botol,Brownies,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Camilan_khas_pati,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Roti_Tawar,EsKopi_botol,RotiManis_Keju,Risoles,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Lemper,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Kue_lumpur,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Kue_lumpur,Kroket,EsCoklat_botol,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Bollen_pisang,Maffin,Sosis_solo,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Bollen_pisang,Maffin,Camilan_khas_pati,Kroisan,EsCoklat_botol,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
430,Kroket,Brownies,Arem_arem,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Lemper,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,EsKopi_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Kroket,Brownies,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Apem,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,EsKopi_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Roti_Tawar,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Bollen_pisang,Maffin,RotiManis_Keju,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,EsKopi_botol,EsCoklat_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Camilan_khas_pati,Kroket,Sosis_solo,Donat,Maffin,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Kroisan,Sosis_solo,Arem_arem,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Bollen_pisang,Maffin,EsCoklat_botol,Lemper,Lemper,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
442,Kue_lumpur,Lemper,EsCoklat_botol,Roti_Tawar,Kroisan,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
443,Bollen_pisang,Maffin,Camilan_khas_pati,Kue_lumpur,Misoa,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
444,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,EsKopi_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Kue_lumpur,Risoles,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Sosis_solo,Risoles,KunirAsem_botol,Misoa,Brownies,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
448,Lemper,EsCoklat_botol,Risoles,KunirAsem_botol,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Arem_arem,KunirAsem_botol,Sosis_solo,Roti_Tawar,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Bollen_pisang,Maffin,Sosis_solo,Risoles,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Kroket,Maffin,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Sosis_solo,Kroisan,KunirAsem_botol,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Bollen_pisang,Maffin,EsCoklat_botol,KunirAsem_botol,Lemper,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
454,Arem_arem,Kroket,RotiManis_Keju,Maffin,Brownies,KunirAsem_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
455,EsKopi_botol,RotiManis_Keju,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Kroket,Brownies,Sosis_solo,Maffin,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
457,RotiManis_Selai,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Kroket,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Misoa,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,EsCoklat_botol,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Bollen_pisang,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Kroket,KunirAsem_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Maffin,Apem,Sosis_solo,Camilan_khas_pati,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,
